Medicine Name, Quantity, Chemical Name, Compnay Name, Unit Price
Bactin,250 mg,Ciprofloxacin,Ibn-Sina Pharmaceuticals Ltd.,Unit Price : ৳ 8.56
Bactin,500 mg,Ciprofloxacin,Ibn-Sina Pharmaceuticals Ltd.,Unit Price : ৳ 14.99
Bactin,750 mg,Ciprofloxacin,Ibn-Sina Pharmaceuticals Ltd.,Unit Price : ৳ 18.06
Bactin,200 mg/100 ml,Ciprofloxacin,Ibn-Sina Pharmaceuticals Ltd.,100 ml bottle : ৳ 145.00
Bactin,250 mg/5 ml,Ciprofloxacin,Ibn-Sina Pharmaceuticals Ltd.,60 ml bottle : ৳ 110.00
Bactin D,0.3% + 0.1%,Ciprofloxacin + Dexamethasone,Ibn-Sina Pharmaceuticals Ltd.,5 ml drop : ৳ 75.28
Bactin HC,0.3%+1%,Ciprofloxacin + Hydrocortisone Acetate,Ibn-Sina Pharmaceuticals Ltd.,10 ml drop : ৳ 90.00
Bactipront,400 mg+80 mg,Cotrimoxazole (Sulphamethoxazole + Trimethoprim),Renata Limited,Unit Price : ৳ 1.48
Bactipront,100 mg+20 mg,Cotrimoxazole (Sulphamethoxazole + Trimethoprim),Renata Limited,Unit Price : ৳ 0.48
Bactipront,(200 mg+40 mg)/5 ml,Cotrimoxazole (Sulphamethoxazole + Trimethoprim),Renata Limited,60 ml bottle : ৳ 22.06
Bactipront DS,800 mg+160 mg,Cotrimoxazole (Sulphamethoxazole + Trimethoprim),Renata Limited,Unit Price : ৳ 2.03
Bactocycline,250 mg,Tetracycline Hydrochloride (Oral),Medicon Pharmaceuticals Ltd.,Unit Price : ৳ 1.65
Bactoderm,2% w/w,Mupirocin,Unimed Unihealth MFG. Ltd.,5 gm tube : ৳ 60.00
Bactokil,250 mg,Cephradine,Virgo Pharmaceuticals Ltd.,Unit Price : ৳ 6.50
Bactokil,500 mg,Cephradine,Virgo Pharmaceuticals Ltd.,Unit Price : ৳ 12.50
Bactokil,125 mg/5 ml,Cephradine,Virgo Pharmaceuticals Ltd.,100 ml bottle : ৳ 80.00
Bactol,4.8%,Chloroxylenol,Gaco Pharmaceuticals Ltd.,Price not available
Bactovate,0.1% + 0.5%,Betamethasone + Neomycin Sulphate (Topical),Julphar Bangladesh Ltd.,10 gm tube : ৳ 21.96
Bactroban,2% w/w,Mupirocin,GlaxoSmithKline,15 gm tube : ৳ 140.53
Bactrocin,2% w/w,Mupirocin,Square Pharmaceuticals Ltd.,10 gm tube : ৳ 140.42
Bactropen,2% w/w,Mupirocin,NIPRO JMI Pharma Ltd.,10 gm tube : ৳ 140.00
Balancia,500 mg,Citicoline Sodium,Aristopharma Ltd.,Unit Price : ৳ 50.00
Balo,10 mg,Baclofen,Medicon Pharmaceuticals Ltd.,Unit Price : ৳ 7.58
Bambelor,10 mg,Bambuterol Hydrochloride,Incepta Pharmaceuticals Limited,Unit Price : ৳ 1.50
Bambelor,20 mg,Bambuterol Hydrochloride,Incepta Pharmaceuticals Limited,Unit Price : ৳ 3.00
Bambelor,5 mg/5 ml,Bambuterol Hydrochloride,Incepta Pharmaceuticals Limited,60 ml bottle : ৳ 25.00
Bambutol,10 mg,Bambuterol Hydrochloride,Chemist Laboratories  Limited.,Price not available
Bangay,30%+8%,Methyl Salicylate + Menthol,Sharif Pharmaceuticals Ltd.,15 gm tube : ৳ 39.97
Bangay Ultra,30%+10%+4%,Methyl Salicylate + Menthol + Camphor,Sharif Pharmaceuticals Ltd.,15 gm tube : ৳ 69.97
Banxyt,0.5 mg+10 mg,Flupentixol + Melitracen,Bristol Pharmaceuticals Ltd.,Unit Price : ৳ 3.50
Barbit,30 mg,Phenobarbital,Incepta Pharmaceuticals Limited,Unit Price : ৳ 0.78
Barbit,60 mg,Phenobarbital,Incepta Pharmaceuticals Limited,Unit Price : ৳ 1.14
Barbit,20 mg/5 ml,Phenobarbital,Incepta Pharmaceuticals Limited,50 ml bottle : ৳ 29.06
Barbit,200 mg/ml,Phenobarbital,Incepta Pharmaceuticals Limited,1 ml ampoule : ৳ 16.00
Barbiton,15 mg,Phenobarbital,Reliance Pharmaceuticals Ltd.,Price not available
Barcavir,0.5 mg,Entecavir,Incepta Pharmaceuticals Limited,Unit Price : ৳ 48.00
Barcavir,1 mg,Entecavir,Incepta Pharmaceuticals Limited,Unit Price : ৳ 90.00
Barif,40 mg,Febuxostat,Square Pharmaceuticals Ltd.,Unit Price : ৳ 12.03
Barif,80 mg,Febuxostat,Square Pharmaceuticals Ltd.,Unit Price : ৳ 22.06
Batrocin,2% w/w,Mupirocin,Supreme Pharmaceutical Ltd.,Price not available
Bazoka,5 mg+20 mg,Amlodipine + Olmesartan Medoxomil,Chemist Laboratories  Limited.,Price not available
BCE,6 mg+200 mg+50 mg,Betacarotene + Vitamin C + Vitamin E,Indo Bangla Pharmaceutical,Price not available
Bdflox,500 mg,Flucloxacillin Sodium,Bengal drugs Ltd.,Unit Price : ৳ 10.00
Bdflox,125 mg/5 ml,Flucloxacillin Sodium,Bengal drugs Ltd.,100 ml bottle : ৳ 60.00
Bec,6 mg+200 mg+50 mg,Betacarotene + Vitamin C + Vitamin E,Opsonin Pharma Limited,Unit Price : ৳ 2.26
Bec Plus,,Super Antioxidant Vitamins & Multimineral,Opsonin Pharma Limited,Unit Price : ৳ 4.02
Beclocort (HFA),50 mcg/puff,Beclometasone Dipropionate (Inhaler),Aristopharma Ltd.,200 metered doses : ৳ 220.00
Beclocort (HFA),100 mcg/puff,Beclometasone Dipropionate (Inhaler),Aristopharma Ltd.,200 metered doses : ৳ 270.00
Beclocort (HFA),250 mcg/puff,Beclometasone Dipropionate (Inhaler),Aristopharma Ltd.,200 metered doses : ৳ 350.00
Beclod,100 mcg/capsule,Beclometasone Dipropionate (Inhaler),Acme Laboratories Limited,Unit Price : ৳ 1.50
Beclod,200 mcg/capsule,Beclometasone Dipropionate (Inhaler),Acme Laboratories Limited,Unit Price : ৳ 2.13
Beclomet,0.05%,Beclomethasone Dipropionate (Nasal Spray),Acme Laboratories Limited,200 metered sprays : ৳ 120.37
Beclomin,50 mcg/puff,Beclometasone Dipropionate (Inhaler),Square Pharmaceuticals Ltd.,200 metered doses : ৳ 220.28
Beclomin,100 mcg/puff,Beclometasone Dipropionate (Inhaler),Square Pharmaceuticals Ltd.,200 metered doses : ৳ 270.82
Beclomin,250 mcg/puff,Beclometasone Dipropionate (Inhaler),Square Pharmaceuticals Ltd.,200 metered doses : ৳ 320.96
Beclovan,5 mg,Baclofen,Aristopharma Ltd.,Unit Price : ৳ 5.50
Beclovan,10 mg,Baclofen,Aristopharma Ltd.,Unit Price : ৳ 8.00
Becnox M,,Multivitamin & Multimineral,Renata Limited,Unit Price : ৳ 1.09
Beco-Z,,Vitamin B Complex + Zinc,Standard Laboratories Limited,Price not available
Beconase,1 mcg/spray,Beclomethasone Dipropionate (Nasal Spray),GlaxoSmithKline,200 metered sprays : ৳ 235.54
Beconex,,Vitamin B complex,Renata Limited,100 ml bottle : ৳ 35.10
Beconex ZI,,Iron Polymaltose Complex + Vitamin B Complex + Zinc,Renata Limited,100 ml bottle : ৳ 50.33
Becoson,,Vitamin B complex,Hudson Pharmaceuticals Ltd.,Unit Price : ৳ 0.56
Becoson,,Vitamin B complex,Hudson Pharmaceuticals Ltd.,100 ml bottle : ৳ 20.60
Becoson-M,,Multivitamin & Multimineral,Hudson Pharmaceuticals Ltd.,Unit Price : ৳ 1.50
Becospray,50 mcg/spray,Beclomethasone Dipropionate (Nasal Spray),Square Pharmaceuticals Ltd.,200 metered sprays : ৳ 146.00
Becosules,,Vitamin B complex,Renata Limited,Unit Price : ৳ 2.51
Becosules Gold,,Vitamin B complex + Vitamin C  (Oral),Renata Limited,Unit Price : ৳ 3.03
Becoton F,200 mg+200 mcg,Ferrous Fumerate + Folic acid,National Laboratories Ltd.,Price not available
Becotone,200 mg/5 ml,Ferrous Sulfate,National Laboratories Ltd.,Price not available
Becovent,100 mcg/puff,Beclometasone Dipropionate (Inhaler),Drug International Limited,200 metered doses : ৳ 250.00
Becovir,300 mg,Tenofovir Disoproxil Fumarate,Beacon Pharmaceuticals Ltd.,Unit Price : ৳ 85.26
Bederm,0.05%,Clobetasol Propionate,Millat Pharmaceuticals Limited,10 gm tube : ৳ 35.00
Bedine,150 mg,Ranitidine,Bengal drugs Ltd.,Unit Price : ৳ 2.00
Bedom,10 mg,Domperidone Maleate,Bengal drugs Ltd.,Unit Price : ৳ 2.00
Bedom,5 mg/ 5  ml,Domperidone Maleate,Bengal drugs Ltd.,60 ml bottle : ৳ 28.00
Beflam,400 mg,Ibuprofen,Bengal drugs Ltd.,Unit Price : ৳ 1.82
Beforte,,Vitamin B complex,Doctor’s Chemical Works Ltd.,Unit Price : ৳ 0.43
Beforte,,Vitamin B complex,Doctor’s Chemical Works Ltd.,100 ml bottle : ৳ 20.00
Beforte Z,,Vitamin B Complex + Zinc,Doctor’s Chemical Works Ltd.,100 ml bottle : ৳ 45.00
Beforte-M,,Multivitamin & Multimineral,Doctor’s Chemical Works Ltd.,Unit Price : ৳ 1.10
Beklo,1 mg/ml,Baclofen,Opsonin Pharma Limited,100 ml bottle : ৳ 100.00
Beklo,5 mg,Baclofen,Opsonin Pharma Limited,Unit Price : ৳ 8.33
Beklo,10 mg,Baclofen,Opsonin Pharma Limited,Unit Price : ৳ 10.23
Beklo,25 mg,Baclofen,Opsonin Pharma Limited,Unit Price : ৳ 20.07
Belinta,90 mg,Ticagrelor,Ziska Pharmaceuticals Limited,Unit Price : ৳ 48.00
Belocef,250 mg,Cephradine,Amico Laboratories Ltd.,Unit Price : ৳ 6.50
Belocef,500 mg,Cephradine,Amico Laboratories Ltd.,Unit Price : ৳ 12.50
Belocef,125 mg/5 ml,Cephradine,Amico Laboratories Ltd.,100 ml bottle : ৳ 80.00
Belocef,125 mg/1.25 ml,Cephradine,Amico Laboratories Ltd.,15 ml bottle : ৳ 50.00
Belocef DS,250 mg/5 ml,Cephradine,Amico Laboratories Ltd.,100 ml bottle : ৳ 110.00
Belox,250 mg,Flucloxacillin Sodium,Benham Pharmaceuticals Ltd.,Unit Price : ৳ 5.50
Belox,500 mg,Flucloxacillin Sodium,Benham Pharmaceuticals Ltd.,Unit Price : ৳ 10.00
Belox,125 mg/5 ml,Flucloxacillin Sodium,Benham Pharmaceuticals Ltd.,100 ml bottle : ৳ 60.00
Beloxin,500 mg,Levofloxacin (Oral),Belsen Pharmaceuticals Ltd.,Unit Price : ৳ 15.00
Ben-A,400 mg,Albendazole,Acme Laboratories Limited,Unit Price : ৳ 5.01
Ben-A,200 mg/5 ml,Albendazole,Acme Laboratories Limited,10 ml bottle : ৳ 20.07
Ben-Kof,(20 mg+10 mg+2.5 mg)/5 ml,Dextromethorphan + Phenylephrine + Triprolidine,Benham Pharmaceuticals Ltd.,100 ml bottle : ৳ 99.00
Bena-Flu,12.5 mg/5 ml,Diphenhydramine Hydrochloride,Cosmic Pharma Limited,100 ml bottle : ৳ 26.00
Benadip,10 mg+20 mg,Amlodipine + Benazepril Hydrochloride,Incepta Pharmaceuticals Limited,Unit Price : ৳ 10.00
Benadip,2.5 mg+10 mg,Amlodipine + Benazepril Hydrochloride,Incepta Pharmaceuticals Limited,Unit Price : ৳ 4.00
Benadip,5 mg+10 mg,Amlodipine + Benazepril Hydrochloride,Incepta Pharmaceuticals Limited,Unit Price : ৳ 6.00
Benadip,5 mg+20 mg,Amlodipine + Benazepril Hydrochloride,Incepta Pharmaceuticals Limited,Unit Price : ৳ 8.00
Benalgin,120 mg/5 ml,Paracetamol,Benham Pharmaceuticals Ltd.,60 ml bottle : ৳ 21.69
Benalgin Plus,500 mg+65 mg,Paracetamol + Caffeine,Benham Pharmaceuticals Ltd.,Unit Price : ৳ 2.50
Benalgin XR,665 mg,Paracetamol,Benham Pharmaceuticals Ltd.,Unit Price : ৳ 1.50
Bencart,250 mg+200 mg,Glucosamine + Chondroitin,Benham Pharmaceuticals Ltd.,Unit Price : ৳ 8.00
Bencyclic,6% + 3%,Benzoic Acid + Salicylic Acid,Astra Biopharmaceuticals Ltd.,Price not available
Benda DS,400 mg,Albendazole,Bristol Pharmaceuticals Ltd.,Unit Price : ৳ 3.50
Bendamax,25 mg/vial,Bendamustine,Beacon Pharmaceuticals Ltd.,25 mg vial : ৳ 1,200.00
Bendazole,200 mg/5 ml,Metronidazole,Maks Drugs Ltd.,Price not available
Bendazole,400 mg,Metronidazole,Maks Drugs Ltd.,Price not available
Bendex,100 mg,Mebendazole,Gaco Pharmaceuticals Ltd.,Unit Price : ৳ 0.74
Bendex,500 mg,Mebendazole,Gaco Pharmaceuticals Ltd.,Unit Price : ৳ 2.75
Bendex,100 mg/5 ml,Mebendazole,Gaco Pharmaceuticals Ltd.,30 ml bottle : ৳ 14.83
Bendil,2% + 0.1%,Diphenhydramine Hydrochloride + Zinc Acetate,Alco Pharma Limited,5 gm tube : ৳ 19.95
Benfast,400 mg,Albendazole,Novo Healthcare and Pharma Ltd.,Unit Price : ৳ 4.00
Benfloxin,500 mg,Levofloxacin (Oral),Benham Pharmaceuticals Ltd.,Unit Price : ৳ 15.00
Benformin,850 mg,Metformin Hydrochloride,Benham Pharmaceuticals Ltd.,Unit Price : ৳ 6.00
Benformin,500 mg,Metformin Hydrochloride,Benham Pharmaceuticals Ltd.,Unit Price : ৳ 4.00
Benidon,10 mg,Domperidone Maleate,Benham Pharmaceuticals Ltd.,Unit Price : ৳ 2.50
Benidon,5 mg/5 ml,Domperidone Maleate,Benham Pharmaceuticals Ltd.,60 ml bottle : ৳ 32.00
Benkill,500 mg,Cefuroxime Axetil,Benham Pharmaceuticals Ltd.,Unit Price : ৳ 45.00
Benkill,250 mg,Cefuroxime Axetil,Benham Pharmaceuticals Ltd.,Unit Price : ৳ 25.00
Benkill CV,250 mg+62.5 mg,Cefuroxime Axetil + Clavulanic Acid,Benham Pharmaceuticals Ltd.,Unit Price : ৳ 30.00
Benkill CV,500 mg+125 mg,Cefuroxime Axetil + Clavulanic Acid,Benham Pharmaceuticals Ltd.,Unit Price : ৳ 50.00
Benlor,5 mg,Desloratadine,Benham Pharmaceuticals Ltd.,Unit Price : ৳ 3.00
Benmet,400 mg,Metronidazole,Pacific Pharmaceuticals Ltd.,Unit Price : ৳ 1.26
Benmet,200 mg/5 ml,Metronidazole,Pacific Pharmaceuticals Ltd.,60 ml bottle : ৳ 20.00
Benocef,125 mg/5 ml,Cephradine,Benham Pharmaceuticals Ltd.,100 ml bottle : ৳ 90.00
Benocef,500 mg,Cephradine,Benham Pharmaceuticals Ltd.,Unit Price : ৳ 15.00
Benosol,1.25 gm/5 ml,Benzyl Benzoate,Amico Laboratories Ltd.,100 ml bottle : ৳ 30.00
Benostar,0.15%,Benzydamine Hydrochloride,Square Pharmaceuticals Ltd.,250 ml bottle : ৳ 150.00
Benoxiclin,1%+5%,Clindamycin + Benzoyl peroxide,Unimed Unihealth MFG. Ltd.,25 gm tube : ৳ 350.00
Benoxil,500 mg,Amoxicillin Trihydrate,Benham Pharmaceuticals Ltd.,Unit Price : ৳ 6.73
Benoxil,125 mg/5 ml,Amoxicillin Trihydrate,Benham Pharmaceuticals Ltd.,100 ml bottle : ৳ 45.00
Benozol,1%,Brinzolamide,Popular Pharmaceuticals Ltd.,5 ml drop : ৳ 500.00
Benozol BR,1%+0.2%,Brinzolamide + Brimonidine Tartrate,Popular Pharmaceuticals Ltd.,5 ml drop : ৳ 550.00
Benozol-T,1%+0.5%,Brinzolamide + Timolol,Popular Pharmaceuticals Ltd.,5 ml drop : ৳ 500.00
Benprox,500 mg,Ciprofloxacin,Benham Pharmaceuticals Ltd.,Unit Price : ৳ 14.00
Benprox,750 mg,Ciprofloxacin,Benham Pharmaceuticals Ltd.,Unit Price : ৳ 18.00
Benprox,250 mg/5 ml,Ciprofloxacin,Benham Pharmaceuticals Ltd.,60 ml bottle : ৳ 100.00
Benquil,7.5 mg,Midazolam,Biopharma Laboratories Ltd.,Unit Price : ৳ 8.00
Bensal,6% + 3%,Benzoic Acid + Salicylic Acid,Gaco Pharmaceuticals Ltd.,10 gm tube : ৳ 5.54
Bentid,150 mg,Ranitidine,Benham Pharmaceuticals Ltd.,Unit Price : ৳ 2.50
Bentol,1%,Silver Sulfadiazine,Doctor’s Chemical Works Ltd.,10 gm tube : ৳ 11.38
Bentrim,(200 mg+40 mg)/5 ml,Cotrimoxazole (Sulphamethoxazole + Trimethoprim),Bengal drugs Ltd.,60 ml bottle : ৳ 20.00
Bentrimn,(200 mg+40 mg)/5 ml,Cotrimoxazole (Sulphamethoxazole + Trimethoprim),Bengal drugs Ltd.,Price not available
Benvit B,,Vitamin B complex,Benham Pharmaceuticals Ltd.,Unit Price : ৳ 0.52
Benvit B,,Vitamin B complex,Benham Pharmaceuticals Ltd.,100 ml bottle : ৳ 35.00
Benvit M,,Multivitamin & Multimineral,Benham Pharmaceuticals Ltd.,Unit Price : ৳ 1.80
Benvit-Z,,Vitamin B Complex + Zinc,Benham Pharmaceuticals Ltd.,Unit Price : ৳ 2.00
Benvit-Z,,Vitamin B Complex + Zinc,Benham Pharmaceuticals Ltd.,100 ml bottle : ৳ 50.00
Benz 24,400 mg,Albendazole,Belsen Pharmaceuticals Ltd.,Unit Price : ৳ 3.20
Benzabiol,1.25 gm/5 ml,Benzyl Benzoate,Aztec Pharmaceuticals Ltd.,100 ml bottle : ৳ 31.00
Benzac,4%,Benzoyl Peroxide,Drug International Limited,15 gm tube : ৳ 150.00
Benzalic,6% + 3%,Benzoic Acid + Salicylic Acid,Central Pharmaceuticals Ltd (CPL),20 gm tube : ৳ 14.00
Benzapen,12 lac units/vial,Benzathine Penicillin,Square Pharmaceuticals Ltd.,12 lac units vial : ৳ 28.04
Benzit,0.5 mg+10 mg,Flupentixol + Melitracen,Biopharma Laboratories Ltd.,Unit Price : ৳ 4.00
Benzith,500 mg,Azithromycin,Benham Pharmaceuticals Ltd.,Unit Price : ৳ 35.00
Benzith,200 mg/5 ml,Azithromycin,Benham Pharmaceuticals Ltd.,15 ml bottle : ৳ 90.00
Benzol,200 mg,Metronidazole,Bengal drugs Ltd.,Price not available
Benzol,400 mg,Metronidazole,Bengal drugs Ltd.,Unit Price : ৳ 1.00
Benzol,200 mg/5 ml,Metronidazole,Bengal drugs Ltd.,60 ml bottle : ৳ 22.00
Benzolet,1.25 gm/5 ml,Benzyl Benzoate,General Pharmaceuticals Ltd.,100 ml bottle : ৳ 35.26
Benzolyn,1.25 gm/5 ml,Benzyl Benzoate,Biogene Pharma Ltd.,Price not available
Benzopam,3 mg,Bromazepam,Benham Pharmaceuticals Ltd.,Unit Price : ৳ 5.00
Benzyl Benzoate,1.25 gm/5 ml,Benzyl Benzoate,Essential Drugs Company Ltd.,100 ml bottle : ৳ 32.20
Benzyl Benzoate,1.25 gm/5 ml,Benzyl Benzoate,RN Pharmaceuticals,Price not available
Benzyl Lotion,1.25 gm/5 ml,Benzyl Benzoate,Acme Laboratories Limited,100 ml bottle : ৳ 126.50
Beonac,50 mg,Diclofenac Sodium,Benham Pharmaceuticals Ltd.,Unit Price : ৳ 0.70
Beovit,100 mg,Thiamine Hydrochloride,Square Pharmaceuticals Ltd.,Unit Price : ৳ 0.85
Bepogen,1.5%,Bepotastine Besilate,General Pharmaceuticals Ltd.,5 ml drop : ৳ 300.90
Bepol,120 mg/5 ml,Paracetamol,Bengal drugs Ltd.,Price not available
Bepol,120 mg/5 ml,Paracetamol,Bengal drugs Ltd.,60 ml bottle : ৳ 18.00
Bepol Plus,500 mg+65 mg,Paracetamol + Caffeine,Bengal drugs Ltd.,Unit Price : ৳ 1.50
Bepotas,1.5%,Bepotastine Besilate,Aristopharma Ltd.,5 ml drop : ৳ 300.00
Berdinal,50 mg,Phenobarbital,Gaco Pharmaceuticals Ltd.,Unit Price : ৳ 0.78
Berdinal,200 mg/ml,Phenobarbital,Gaco Pharmaceuticals Ltd.,1 ml ampoule : ৳ 15.99
Beridom,10 mg,Domperidone Maleate,Belsen Pharmaceuticals Ltd.,Unit Price : ৳ 2.00
Beridom,5 mg/ 5 ml,Domperidone Maleate,Belsen Pharmaceuticals Ltd.,60 ml bottle : ৳ 28.00
Berin,100 mg,Thiamine Hydrochloride,GlaxoSmithKline,Unit Price : ৳ 0.75
Berin Plus,,Vitamin B1| B6 & B12,GlaxoSmithKline,Unit Price : ৳ 4.45
Besectil,20 mg,Omeprazole,Bengal drugs Ltd.,Unit Price : ৳ 4.00
Besectil,40 mg,Omeprazole,Bengal drugs Ltd.,Price not available
Besibac,0.6%,Besifloxacin,Popular Pharmaceuticals Ltd.,5 ml drop : ৳ 350.00
Besicon,0.6%,Besifloxacin,Beximco Pharmaceuticals Ltd.,5 ml drop : ৳ 350.00
Besiflox,0.6%,Besifloxacin,Aristopharma Ltd.,5 ml drop : ৳ 350.00
Besigen,0.6%,Besifloxacin,General Pharmaceuticals Ltd.,5 ml drop : ৳ 338.06
Besiven,0.6%,Besifloxacin,Incepta Pharmaceuticals Limited,5 ml drop : ৳ 350.00
Besone,0.1%,Betamethasone,Pharmadesh Laboratories Ltd.,Price not available
Besone-N,0.1% + 0.5%,Betamethasone + Neomycin Sulphate (Topical),Pharmadesh Laboratories Ltd.,5 gm tube : ৳ 18.00
Bestal,,Iron + Folic acid + Vitamin B complex + Vitamin C,Modern Pharmaceuticals Limited,Unit Price : ৳ 3.00
Bestcef,200 mg,Cefixime Trihydrate,Biopharma Laboratories Ltd.,Unit Price : ৳ 34.99
Bestcef,400 mg,Cefixime Trihydrate,Biopharma Laboratories Ltd.,Unit Price : ৳ 50.17
Bestcef,100 mg/5 ml,Cefixime Trihydrate,Biopharma Laboratories Ltd.,37.5 ml bottle : ৳ 129.57
Bestcol,5 mg,Rosuvastatin,Biopharma Laboratories Ltd.,Unit Price : ৳ 8.00
Bestcol,10 mg,Rosuvastatin,Biopharma Laboratories Ltd.,Unit Price : ৳ 25.08
Bet-A,0.1%,Betamethasone,Acme Laboratories Limited,15 gm tube : ৳ 33.10
Bet-A,0.1%,Betamethasone,Acme Laboratories Limited,15 gm tube : ৳ 35.11
Bet-A,0.5 mg,Betamethasone,Acme Laboratories Limited,Unit Price : ৳ 0.72
Bet-CG,0.05%+1%+0.1%,Betamethasone + Clotrimazole + Gentamicin,Acme Laboratories Limited,15 gm tube : ৳ 75.00
Bet-CL,0.05%+1%,Betamethasone + Clotrimazole,Acme Laboratories Limited,10 gm tube : ৳ 29.20
Bet-CL,0.1%+1%,Betamethasone + Clotrimazole,Acme Laboratories Limited,10 gm tube : ৳ 29.08
Betabis,2.5 mg,Bisoprolol Fumarate,Acme Laboratories Limited,Unit Price : ৳ 6.01
Betabis,5 mg,Bisoprolol Fumarate,Acme Laboratories Limited,Unit Price : ৳ 10.03
Betacal,5 mg+50 mg,Amlodipine + Atenolol,Orion Pharma Limited,Unit Price : ৳ 6.02
Betacap TR,40 mg,Propranolol Hydrochloride,Sun Pharmaceutical (Bangladesh) Limited,Unit Price : ৳ 2.51
Betacard,50 mg,Metoprolol Tartrate,Aristopharma Ltd.,Unit Price : ৳ 2.00
Betacin-N,0.1%+0.5%,Betamethasone + Neomycin Sulphate (E/E),Ibn-Sina Pharmaceuticals Ltd.,5 gm tube : ৳ 18.17
Betacin-N,0.1%+0.5%,Betamethasone + Neomycin Sulphate (E/E),Ibn-Sina Pharmaceuticals Ltd.,5 ml drop : ৳ 35.14
Betaclox,250 mg,Dicloxacillin,Eskayef Bangladesh Ltd.,Unit Price : ৳ 5.56
Betacor,2.5 mg,Bisoprolol Fumarate,Popular Pharmaceuticals Ltd.,Unit Price : ৳ 6.00
Betacor,5 mg,Bisoprolol Fumarate,Popular Pharmaceuticals Ltd.,Unit Price : ৳ 10.00
Betacor AM,5 mg+2.5 mg,Bisoprolol Fumarate + Amlodipine,Popular Pharmaceuticals Ltd.,Unit Price : ৳ 6.00
Betacor HZ,2.5 mg+6.25 mg,Bisoprolol Fumarate + Hydrochlorothiazide,Popular Pharmaceuticals Ltd.,Unit Price : ৳ 6.00
Betacor HZ,5 mg+6.25 mg,Bisoprolol Fumarate + Hydrochlorothiazide,Popular Pharmaceuticals Ltd.,Unit Price : ৳ 10.00
Betaderm,0.1%,Betamethasone,Incepta Pharmaceuticals Limited,15 gm tube : ৳ 35.00
Betaderm-N,0.1% + 0.5%,Betamethasone + Neomycin Sulphate (Topical),Incepta Pharmaceuticals Limited,10 gm tube : ৳ 22.00
Betadine,5% w/v,Povidone Iodine (Mouthwash & Topical),Mundipharma (BD) Pvt. Ltd.,100 ml bottle : ৳ 100.00
Betadine,10% w/v,Povidone Iodine (Mouthwash & Topical),Mundipharma (BD) Pvt. Ltd.,100 ml bottle : ৳ 110.00
Betadine,5% w/w,Povidone Iodine (Mouthwash & Topical),Mundipharma (BD) Pvt. Ltd.,15 gm tube : ৳ 50.00
Betadine,7.5% w/v,Povidone Iodine (Surgical Scrub),Mundipharma (BD) Pvt. Ltd.,100 ml bottle : ৳ 110.00
Betadine,5%,Povidone Iodine (Mouthwash & Topical),Mundipharma (BD) Pvt. Ltd.,50 gm tube : ৳ 250.01
Betadine,5%,Povidone Iodine (Mouthwash & Topical),Mundipharma (BD) Pvt. Ltd.,10 gm powder : ৳ 30.00
Betadine,1% w/v,Povidone Iodine (Mouthwash & Topical),Mundipharma (BD) Pvt. Ltd.,100 ml bottle : ৳ 40.00
Betafix,2.5 mg,Bisoprolol Fumarate,Healthcare Pharmacuticals Limited,Unit Price : ৳ 6.00
Betafix,5 mg,Bisoprolol Fumarate,Healthcare Pharmacuticals Limited,Unit Price : ৳ 10.00
Betafix Plus,2.5 mg+6.25 mg,Bisoprolol Fumarate + Hydrochlorothiazide,Healthcare Pharmacuticals Limited,Unit Price : ৳ 6.00
Betafix Plus,5 mg+6.25 mg,Bisoprolol Fumarate + Hydrochlorothiazide,Healthcare Pharmacuticals Limited,Unit Price : ৳ 10.00
Betagan,0.5%,Levobunolol,Eskayef Bangladesh Ltd.,5 ml drop : ৳ 196.37
Betagen,0.1%,Betamethasone,General Pharmaceuticals Ltd.,5 ml drop : ৳ 35.11
Betagen N,0.1%+0.5%,Betamethasone + Neomycin Sulphate (E/E),General Pharmaceuticals Ltd.,5 gm tube : ৳ 10.83
Betaloc,25 mg,Metoprolol Tartrate,Drug International Limited,Unit Price : ৳ 1.54
Betaloc,50 mg,Metoprolol Tartrate,Drug International Limited,Unit Price : ৳ 2.04
Betaloc-XR,50 mg,Metoprolol Tartrate,Drug International Limited,Unit Price : ৳ 4.04
Betaloc-XR,100 mg,Metoprolol Tartrate,Drug International Limited,Unit Price : ৳ 6.00
Betamesal,0.05%+2%,Betamethasone + Salicylic Acid,Incepta Pharmaceuticals Limited,30 gm tube : ৳ 150.00
Betamesal,0.05%+3%,Betamethasone + Salicylic Acid,Incepta Pharmaceuticals Limited,30 gm tube : ৳ 100.00
Betameson,0.05%,Betamethasone,Square Pharmaceuticals Ltd.,20 gm tube : ৳ 45.00
Betameson,0.05%,Betamethasone,Square Pharmaceuticals Ltd.,20 gm tube : ৳ 48.00
Betameson-CL,0.05%+1%,Betamethasone + Clotrimazole,Square Pharmaceuticals Ltd.,15 gm tube : ৳ 45.00
Betameson-N,0.1% + 0.5%,Betamethasone + Neomycin Sulphate (Topical),Square Pharmaceuticals Ltd.,15 gm tube : ৳ 35.00
Betamycin,0.1% + 0.5%,Betamethasone + Neomycin Sulphate (Topical),Supreme Pharmaceutical Ltd.,5 gm tube : ৳ 15.30
Betanem,1 gm/vial,Meropenem Trihydrate,Kemiko Pharmaceuticals Ltd.,1 gm vial : ৳ 1,250.00
Betanem,500 mg/vial,Meropenem Trihydrate,Kemiko Pharmaceuticals Ltd.,500 mg vial : ৳ 700.00
